                                              Y1              Y1              Y1              Y1              Y1              Y1
                                           PRO-1          PRO-11          PRO-12          PRO-15           PRO-4           PRO-5
            TIME            DATE    Water Cut SC    Water Cut SC    Water Cut SC    Water Cut SC    Water Cut SC    Water Cut SC
       4748.0000      1980-01-01    2.88626e-006        0.605676       0.0457891    1.28459e-005        0.543790       0.0680326
       4749.0000      1980-01-02      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       4762.0000      1980-01-15      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       4763.0000      1980-01-16    2.37663e-006        0.607667       0.0815375    1.03520e-005        0.564310       0.0658980
       4930.0000      1980-07-01    3.10272e-006        0.626031        0.181329    1.43245e-005        0.566041       0.0683987
       5114.0000      1981-01-01    3.61953e-006        0.645241        0.277853     0.000179972        0.585045       0.0696296
       5115.0000      1981-01-02      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       5128.0000      1981-01-15      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       5129.0000      1981-01-16    2.99771e-006        0.650934        0.313875     0.000253775        0.601163       0.0668967
       5295.0000      1981-07-01    3.81623e-006        0.662539        0.332848      0.00188743        0.603181       0.0685831
       5479.0000      1982-01-01    4.29175e-006        0.688810        0.370916      0.00627200        0.618259       0.0686263
       5480.0000      1982-01-02      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       5493.0000      1982-01-15      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       5494.0000      1982-01-16    3.52977e-006        0.698132        0.400356      0.00598960        0.629086       0.0655456
       5660.0000      1982-07-01    4.35167e-006        0.715701        0.407972       0.0254527        0.632262       0.0666917
       5844.0000      1983-01-01    4.65349e-006        0.738841        0.435371       0.0410937        0.642043       0.0665491
       5845.0000      1983-01-02      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       5858.0000      1983-01-15      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
       5859.0000      1983-01-16    3.83296e-006        0.748098        0.466504       0.0352771        0.654428       0.0635288
       6025.0000      1983-07-01    4.64023e-006        0.758076        0.465032       0.0489248        0.652959       0.0651889
