"truthx","inf","truth","sup"
0.1741875,0.1666,0.1741875,0.1734
0.217235,0.086893998,0.217235,0.3
0.19731,0.078923993,0.19731,0.3
0.279085,0.111634,0.279085,0.3
0.2569875,0.102795,0.2569875,0.3
0.21191,0.084763996,0.21191,0.3
0.19063,0.1862,0.19063,0.1938
0.097405002,0.038961999,0.097405002,0.155848
0.10455,0.041819997,0.10455,0.16728
0.1143125,0.045724995,0.1143125,0.1829
0.088550001,0.035419997,0.088550001,0.14168
0.10173,0.040691998,0.10173,0.162768
0.197845,0.079137996,0.197845,0.3
0.2903875,0.116155,0.2903875,0.3
0.289535,0.115814,0.289535,0.3
0.2767525,0.110701,0.2767525,0.3
0.2210625,0.088424996,0.2210625,0.3
0.1120525,0.044820998,0.1120525,0.179284
0.15755,0.063019998,0.15755,0.25208
0.26601,0.106404,0.26601,0.3
0.293185,0.117274,0.293185,0.3
0.297815,0.119126,0.297815,0.3
0.287185,0.114874,0.287185,0.3
0.122095,0.048837997,0.122095,0.195352
0.12362,0.049447998,0.12362,0.197792
0.0832,0.033279996,0.0832,0.13312
0.14232,0.056927998,0.14232,0.227712
0.1655625,0.066224992,0.1655625,0.2649
0.160285,0.064113997,0.160285,0.256456
0.1372,0.054879997,0.1372,0.21952
0.129425,0.051769998,0.129425,0.20708
0.086960003,0.034784,0.086960003,0.139136
0.12883,0.051531997,0.12883,0.206128
0.19204,0.076815993,0.19204,0.3
0.1940675,0.077626996,0.1940675,0.3
0.1968525,0.078740999,0.1968525,0.3
0.14092,0.056367997,0.14092,0.225472
0.016000001,0.0099999998,0.016000001,0.025600001
0.059352499,0.023740998,0.059352499,0.094963998
0.099362493,0.039744996,0.099362493,0.15898
0.1726775,0.069070995,0.1726775,0.276284
0.2072725,0.082908995,0.2072725,0.3
0.1954775,0.078190997,0.1954775,0.3
0.1748625,0.069945,0.1748625,0.27978
0.034022503,0.013609,0.034022503,0.054436006
0.05641,0.022563998,0.05641,0.090255998
0.099254996,0.039701995,0.099254996,0.158808
0.18802,0.075208001,0.18802,0.3
0.1801225,0.072048992,0.1801225,0.288196
0.1291875,0.051674996,0.1291875,0.2067
0.1399275,0.055971,0.1399275,0.223884
0.064735003,0.025893999,0.064735003,0.103576
0.044509999,0.017803999,0.044509999,0.071216002
0.1137525,0.045500997,0.1137525,0.182004
0.158655,0.063461997,0.158655,0.253848
0.15673,0.062691994,0.15673,0.250768
0.062720001,0.196,0.062720001,0.204
0.074287504,0.1274,0.074287504,0.1326
0.1150525,0.046020996,0.1150525,0.184084
0.092902504,0.037161,0.092902504,0.148644
0.063709997,0.025483998,0.063709997,0.101936
0.1466575,0.058662996,0.1466575,0.234652
0.15198,0.060791995,0.15198,0.243168
0.109895,0.043957997,0.109895,0.175832
0.028310001,0.011324,0.028310001,0.045296002
0.115585,0.046233997,0.115585,0.184936
0.10572,0.042287998,0.10572,0.169152
0.055195,0.022077998,0.055195,0.088312
0.066009998,0.026403997,0.066009998,0.105616
0.1452,0.058079995,0.1452,0.23232
0.1432325,0.1372,0.1432325,0.1428
0.142525,0.057009999,0.142525,0.22804
0.096279994,0.038511995,0.096279994,0.154048
0.093584999,0.037433997,0.093584999,0.149736
0.078092501,0.031236999,0.078092501,0.124948
0.1271775,0.050871,0.1271775,0.203484
0.060529999,0.024211999,0.060529999,0.096848004
0.081420004,0.032568,0.081420004,0.130272
0.171315,0.068525992,0.171315,0.274104
0.157135,0.062853992,0.157135,0.251416
0.14562,0.058247998,0.14562,0.232992
0.1007575,0.040302999,0.1007575,0.161212
0.12383,0.049531996,0.12383,0.198128
0.1000825,0.040032998,0.1000825,0.160132
0.1902175,0.076086991,0.1902175,0.3
0.021384999,0.0099999998,0.021384999,0.034215998
0.090505004,0.036201999,0.090505004,0.144808
0.1819625,0.072784998,0.1819625,0.29114
0.165865,0.1568,0.165865,0.1632
0.1172475,0.046898998,0.1172475,0.187596
0.1099475,0.043978997,0.1099475,0.175916
0.1238825,0.049552999,0.1238825,0.198212
0.1617325,0.1568,0.1617325,0.1632
0.1736975,0.069478996,0.1736975,0.277916
0.041644998,0.016657999,0.041644998,0.066631995
0.072564997,0.029025996,0.072564997,0.116104
0.1210475,0.048418995,0.1210475,0.193676
0.1356225,0.054248996,0.1356225,0.216996
0.10856,0.1078,0.10856,0.1122
0.124405,0.049761996,0.124405,0.199048
0.161785,0.064714,0.161785,0.258856
0.16895,0.06758,0.16895,0.27032
0.153765,0.061505992,0.153765,0.246024
0.019959999,0.0099999998,0.019959999,0.031936001
0.034649998,0.013859998,0.034649998,0.055439997
0.1159775,0.046390999,0.1159775,0.185564
0.129695,0.051877998,0.129695,0.207512
0.117,0.046799995,0.117,0.1872
0.14105,0.056419995,0.14105,0.22568
0.14474,0.057895996,0.14474,0.231584
0.116315,0.046525996,0.116315,0.186104
0.151345,0.060537998,0.151345,0.242152
0.077480003,0.030991999,0.077480003,0.123968
0.085319996,0.034127995,0.085319996,0.136512
0.11822,0.047287997,0.11822,0.189152
0.013414999,0.0099999998,0.013414999,0.021463998
0.084739998,0.033895995,0.084739998,0.135584
0.082659997,0.033063997,0.082659997,0.132256
0.19193,0.076771997,0.19193,0.3
0.171595,0.068637997,0.171595,0.274552
0.044537496,0.017814998,0.044537496,0.071259998
0.046152502,0.018461,0.046152502,0.073844008
0.13004,0.052015997,0.13004,0.208064
0.29092,0.116368,0.29092,0.3
0.2883425,0.115337,0.2883425,0.3
0.18086,0.072343998,0.18086,0.289376
0.088229999,0.035291996,0.088229999,0.141168
0.078957498,0.031582996,0.078957498,0.126332
0.068654999,0.027461998,0.068654999,0.109848
0.293,0.1172,0.293,0.3
0.2501,0.10004,0.2501,0.3
0.246005,0.098401994,0.246005,0.3
0.2778875,0.111155,0.2778875,0.3
0.1768925,0.070756994,0.1768925,0.283028
0.110635,0.044253998,0.110635,0.177016
0.10805,0.043219998,0.10805,0.17288
0.17224,0.068895996,0.17224,0.275584
0.2668275,0.106731,0.2668275,0.3
0.2840225,0.113609,0.2840225,0.3
0.2523125,0.100925,0.2523125,0.3
0.2323225,0.092928991,0.2323225,0.3
0.17082,0.068327993,0.17082,0.273312
0.119735,0.047893997,0.119735,0.191576
0.19607,0.078427993,0.19607,0.3
0.128115,0.051245995,0.128115,0.204984
0.160865,0.064345993,0.160865,0.257384
0.147645,0.059057996,0.147645,0.236232
0.230085,0.092033997,0.230085,0.3
0.2174575,0.2254,0.2174575,0.2346
0.2615675,0.104627,0.2615675,0.3
0.18879,0.075515993,0.18879,0.3
0.268945,0.107578,0.268945,0.3
0.1912525,0.076500997,0.1912525,0.3
0.13057,0.052227996,0.13057,0.208912
0.054542497,0.021816997,0.054542497,0.087267995
0.130515,0.052205995,0.130515,0.208824
0.1703425,0.068136998,0.1703425,0.272548
0.1694375,0.067774996,0.1694375,0.2711
0.2283975,0.091358997,0.2283975,0.3
0.286155,0.114462,0.286155,0.3
0.2939325,0.117573,0.2939325,0.3
0.294615,0.117846,0.294615,0.3
0.2430075,0.2352,0.2430075,0.2448
0.1593925,0.063756995,0.1593925,0.255028
0.0998125,0.039924998,0.0998125,0.1597
0.065274999,0.026109997,0.065274999,0.10444
0.088275,0.035309996,0.088275,0.14124
0.1000775,0.040030997,0.1000775,0.160124
0.219315,0.087725997,0.219315,0.3
0.292635,0.117054,0.292635,0.3
0.2887875,0.115515,0.2887875,0.3
0.28084,0.112336,0.28084,0.3
0.20289,0.081155993,0.20289,0.3
0.189545,0.075817995,0.189545,0.3
0.137705,0.055081997,0.137705,0.220328
0.1308125,0.052324995,0.1308125,0.2093
0.103305,0.041321997,0.103305,0.165288
0.053955,0.021581998,0.053955,0.086328
0.062142499,0.024856998,0.062142499,0.099427998
0.148835,0.059533998,0.148835,0.238136
0.2645275,0.2548,0.2645275,0.2652
0.2703075,0.108123,0.2703075,0.3
0.21932,0.087727994,0.21932,0.3
0.2356075,0.094242997,0.2356075,0.3
0.244245,0.097697988,0.244245,0.3
0.1842975,0.073718995,0.1842975,0.294876
0.063395001,0.025357999,0.063395001,0.101432
0.054935001,0.021973999,0.054935001,0.087896004
0.078340001,0.031335998,0.078340001,0.125344
0.1411525,0.056460995,0.1411525,0.225844
0.1757475,0.070298992,0.1757475,0.281196
0.2502775,0.100111,0.2502775,0.3
0.286555,0.114622,0.286555,0.3
0.2834025,0.113361,0.2834025,0.3
0.288905,0.115562,0.288905,0.3
0.17458,0.06983199,0.17458,0.279328
0.1365075,0.054602996,0.1365075,0.218412
0.10613,0.042451996,0.10613,0.169808
0.11633,0.046531998,0.11633,0.186128
0.1592425,0.063696995,0.1592425,0.254788
0.2136925,0.085476995,0.2136925,0.3
0.2115375,0.084614992,0.2115375,0.3
0.22204,0.088815995,0.22204,0.3
0.10448,0.041791998,0.10448,0.167168
0.21478,0.085911997,0.21478,0.3
0.20155,0.080619998,0.20155,0.3
0.2306,0.092239991,0.2306,0.3
