                                              Y1              Y1              Y1              Y1              Y1              Y1
                                           PRO-1           PRO-4           PRO-5          PRO-11          PRO-12          PRO-15
            TIME            DATE    Water Cut SC    Water Cut SC    Water Cut SC    Water Cut SC    Water Cut SC    Water Cut SC
       3301.0000      1976-01-15        21467.4	21534.6	22022.9	21541.8	22012.3	21491.7	 
       3302.0000      1976-01-16        19747.1	19013.1	101.325	18006.1	18037.8	6775.07	 
       3469.0000      1976-07-01        19418.5	18679.4	101.325	17298.8	17574.7	6271.54	 
       3653.0000      1977-01-01        19139.1	18396.9	101.325	16733.3	17279.2	6185.7	 
       3654.0000      1977-01-02        21142.2	21241.7	21805.1	21129.8	21708.2	21183.9	 
       3667.0000      1977-01-15        21294.2	21398.2	21907.2	21348.4	21895.6	21318.1	 
       3668.0000      1977-01-16        19332.9	18617.2	101.325	17070.3	17547.2	6606.31	 
       3834.0000      1977-07-01        18946.4	18088.3	101.325	16167.6	17022.8	6184.32	 
       4018.0000      1978-01-01        18644.5	17482.3	101.325	14747.7	16608.3	6041.35	 
       4019.0000      1978-01-02        20981.1	21114.6	21707.8	20898	21609.5	21018.3	 
       4032.0000      1978-01-15        21132.9	21283.2	21810.6	21161.3	21801.2	21151.9	 
       4033.0000      1978-01-16        18844	17713.9	101.325	15229.8	16886.2	6420.94	 
       4199.0000      1978-07-01        18430.3	16675.4	101.325	12730	16156.2	6157.92	 
       4383.0000      1979-01-01        18088	15430.3	101.325	9560.3	15513.5	6079.73	 
       4384.0000      1979-01-02        20786.5	20971.2	21597.8	20632	21494.9	20848.3	 
       4397.0000      1979-01-15        20933	21159	21700.3	20935	21693.5	20969.5	 
       4398.0000      1979-01-16        18315.9	15714.9	101.325	10515.4	15808.8	6375.05	 
       4564.0000      1979-07-01        17825.4	14177.9	101.325	6749.77	14900	6006.21	 
       4748.0000      1980-01-01        17417.3	12872	101.325	3724.69	14184.7	5446.88	 
       4749.0000      1980-01-02        20490.8	20682.1	21438.2	20262.8	21314.6	20594.2	 
       4762.0000      1980-01-15        20645.1	20917.2	21543.4	20625.1	21531.4	20695	 
       4763.0000      1980-01-16        17666.2	13321.9	101.325	5691.72	14521.7	5745.62	 
       4930.0000      1980-07-01        17170.2	11937.6	101.325	2219.92	13569.7	-3298.93 
       5114.0000      1981-01-01        16814.3	10920.7	101.325	244.31	12996.5	101.325	 
       5115.0000      1981-01-02        20162.8	20365.7	21226.4	19910.6	21068.5	20329.1	 
       5128.0000      1981-01-15        20326.7	20628.6	21335.1	20310.6	21308.7	20427.4	 
       5129.0000      1981-01-16        17094.7	11410.2	101.325	2795.06	13391.2	101.325	 
       5295.0000      1981-07-01        16646.3	10280.6	101.325	101.325	12596.7	101.325	 
       5479.0000      1982-01-01        16368.1	9673.89	101.325	101.325	12185.8	101.325	 
       5480.0000      1982-01-02        19951.4	20145.9	21047.3	19732.7	20868.2	20140.2	 
       5493.0000      1982-01-15        20117.3	20438.5	21158.5	20121.4	21124.7	20223.7	 
       5494.0000      1982-01-16        16663	10322.9	101.325	976.449	12618.8	101.325	 
       5660.0000      1982-07-01        16218.2	9339.97	101.325	101.325	11873.3	101.325	 
       5844.0000      1983-01-01        15923.4	9015.62	101.325	101.325	11498.1	101.325	 
       5845.0000      1983-01-02        19781.5	19966.6	20904.4	19588.6	20712.2	19971.9	 
       5858.0000      1983-01-15        19947.5	20281.1	21018.1	19969.4	20980.3	20053.5	 
       5859.0000      1983-01-16        16232.6	9759.25	101.325	101.325	11958	101.325	 
       6025.0000      1983-07-01        15767.9	8822.18	101.325	101.325	11206.4	101.325	 

                                              Y1              Y1              Y1              Y1              Y1              Y1
                                           PRO-1           PRO-4           PRO-5          PRO-11          PRO-12          PRO-15
            TIME            DATE   Gas Oil Ratio   Gas Oil Ratio   Gas Oil Ratio   Gas Oil Ratio   Gas Oil Ratio   Gas Oil Ratio
                                              SC              SC              SC              SC              SC              SC
           (day)                         (m3/m3)         (m3/m3)         (m3/m3)         (m3/m3)         (m3/m3)         (m3/m3)
       0.01 		  1967-01-01			0				0				0					0				0					0
	   1.0100000      1967-01-02      74.00000000      74.00000000      74.00000000      74.00000000      74.00000000      74.00000000
       31.000000      1967-02-01      73.76360321      73.97419739      73.95459747      73.79299927      73.97000122      74.00000000
       59.000000      1967-03-01      73.50800323      73.78299713      73.77709961      73.54869843      73.79850006      73.91549683
       90.000000      1967-04-01      73.32309723      73.59230042      73.61190033      73.36640167      73.63800049      73.71179962
       91.000000      1967-04-02      73.25189972      73.51840210      73.58409882      73.26470184      73.55940247      73.64219666
       120.00000      1967-05-01      72.70379639      73.11969757      73.27380371      72.66999817      73.02480316      73.19450378
       151.00000      1967-06-01      72.26979828      72.73670197      72.98809814      72.23750305      72.67990112      72.76339722
       181.00000      1967-07-01      71.97959900      72.46130371      72.78800201      71.94550323      72.46009827      72.44290161
       182.00000      1967-07-02      72.03250122      72.51129913      72.79879761      72.02749634      72.52380371      72.49379730
       212.00000      1967-08-01      72.22879791      72.52050018      72.81770325      72.28050232      72.78029633      72.55380249
       243.00000      1967-09-01      72.21600342      72.44139862      72.75900269      72.27050018      72.77230072      72.48899841
       273.00000      1967-10-01      72.16120148      72.37239838      72.69319916      72.21640015      72.71420288      72.42220306
       274.00000      1967-10-02      72.19499969      72.39499664      72.73000336      72.26000214      72.75000000      72.45500183
       304.00000      1967-11-01      72.35220337      72.50229645      72.89830017      72.45899963      72.94979858      72.55380249
       334.00000      1967-12-01      72.41649628      72.53379822      72.95870209      72.52629852      73.01529694      72.60179901
       365.00000      1968-01-01      72.44129944      72.55000305      72.97879791      72.55100250      73.03369904      72.63059998
       366.00000      1968-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       731.00000      1969-01-01       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       1096.0000      1970-01-01       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       1461.0000      1971-01-01       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       1462.0000      1971-01-02      73.82499695      73.84329987      74.23609924      73.91829681      74.28330231      74.22170258
       1642.0000      1971-07-01      72.28919983      72.68710327      72.90270233      72.26670074      72.76370239      72.75969696
       1826.0000      1972-01-01      71.07430267      71.46360016      71.95189667      71.03739929      71.77220154      71.44480133
       1827.0000      1972-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       1840.0000      1972-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       1841.0000      1972-01-16      71.22669983      71.39330292      72.07550049      71.30329895      72.07669830      71.39669800
       2008.0000      1972-07-01      70.27600098      70.64479828      71.33200073      70.23429871      71.12789917      70.57540131
       2192.0000      1973-01-01      69.56629944      70.45120239      70.77020264      69.49469757      70.53649902      69.83509827
       2193.0000      1973-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       2206.0000      1973-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       2207.0000      1973-01-16      70.05999756      70.72669983      71.12830353      70.13999939      71.11329651      70.16670227
       2373.0000      1973-07-01      69.26509857      73.33809662      70.52670288      69.18180084      70.28859711      69.49459839
       2557.0000      1974-01-01      68.71430206      88.37359619      70.11309814      68.61949921      69.85340118      68.91380310
       2558.0000      1974-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       2571.0000      1974-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       2572.0000      1974-01-16      69.18000031      84.31330109      70.46749878      69.31330109      70.44000244      69.27330017
       2738.0000      1974-07-01      68.48580170     102.20200348      69.94879913      68.39630127      69.69570160      68.60669708
       2922.0000      1975-01-01      67.90979767     133.13000488      69.56089783      67.80950165      69.28659821      67.96119690
       2923.0000      1975-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       2936.0000      1975-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       2937.0000      1975-01-16      68.37329865     116.18699646      69.90679932      68.50669861      69.87999725      68.37329865
       3103.0000      1975-07-01      67.67919922     138.21899414      69.40339661      67.59140015      69.13629913      67.68939972
       3287.0000      1976-01-01      67.15869904     143.91200256      69.06939697      67.08699799      68.78140259      67.17030334
       3288.0000      1976-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       3301.0000      1976-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       3302.0000      1976-01-16      67.65329742     123.93299866      69.41349792      67.78669739      69.40000153      67.61329651
       3469.0000      1976-07-01      67.01760101     125.39099884      68.96589661      66.91739655      68.67780304      67.01059723
       3653.0000      1977-01-01      66.69300079     118.79100037      68.74790192      66.52050018      68.43589783      66.69370270
       3654.0000      1977-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       3667.0000      1977-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       3668.0000      1977-01-16      67.12000275     110.40000153      69.03880310      67.16000366      69.00000000      67.06670380
       3834.0000      1977-07-01      66.79869843     110.24500275      68.65280151      66.27169800      68.35079956      66.54160309
       4018.0000      1978-01-01      66.98249817     103.08399963      68.42279816      66.16539764      68.10369873      66.17440033
       4019.0000      1978-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       4032.0000      1978-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       4033.0000      1978-01-16      67.44000244      92.90670013      68.71720123      67.12000275      68.69329834      66.53330231
       4199.0000      1978-07-01      69.21649933      90.73539734      68.30300140      68.30120087      67.99590302      65.99520111
       4383.0000      1979-01-01      74.90699768      86.26069641      68.01570129      91.28379822      67.66799927      65.56529999
       4384.0000      1979-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       4397.0000      1979-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       4398.0000      1979-01-16      73.54669952      82.34670258      68.35340118      86.26670074      68.33329773      65.91999817
       4564.0000      1979-07-01      78.10669708      84.38549805      67.89600372     114.93299866      67.53900146      65.36260223
       4748.0000      1980-01-01      88.17900085      87.57700348      67.58930206     140.51699829      67.16670227      64.85549927
       4749.0000      1980-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       4762.0000      1980-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       4763.0000      1980-01-16      81.76000214      85.65329742      67.84590149     130.45300293      67.78669739      65.09329987
       4930.0000      1980-07-01      96.39920044      89.86239624      67.29290009     152.18099976      66.82630157      66.40640259
       5114.0000      1981-01-01     104.08499908      96.58149719      66.94889832     161.80799866      66.40070343      72.08910370
       5115.0000      1981-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       5128.0000      1981-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       5129.0000      1981-01-16      92.48000336      90.10669708      67.19999695     142.72000122      67.06670380      74.04080200
       5295.0000      1981-07-01     101.70999908      95.40769958      66.68740082     161.04499817      66.10250092      83.37909698
       5479.0000      1982-01-01     106.23600006     103.65699768      66.24230194     162.94500732      65.59059906     113.82900238
       5480.0000      1982-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       5493.0000      1982-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       5494.0000      1982-01-16      91.59999847      91.41329956      66.63659668     141.30700684      66.42669678      97.31510162
       5660.0000      1982-07-01     101.23500061      99.08920288      66.11160278     160.68699646      65.46140289     115.29299927
       5844.0000      1983-01-01     104.92700195     102.47499847      65.78450012     162.79100037      65.08439636     124.00199890
       5845.0000      1983-01-02       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       5858.0000      1983-01-15       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
       5859.0000      1983-01-16      89.30670166      91.17330170      66.18360138     140.98599243      65.97329712     105.16100311
       6025.0000      1983-07-01      99.72399902      97.61109924      65.69480133     160.53999329      64.99729919     117.30400085

